,index,aircraft_number,distances,doc,demand,active_arcs,distances01,mach,pax_num,fuel,time,DOC_nd,SAR,mach_tot_aircraft,total_fuel,total_CEMV,total_distance,total_pax,total_cost,total_time
0,0,1,355,4807,451.0,1,355,0.7448484848484846,142.0,1529.697809647528,163.36825917612884,13.542281814808854,4.309007914500079,0.7448484848484846,1529.697809647528,0.04724639726112976,355,142.0,4807,163.36825917612884
1,1,8,243,3794,294.0,1,243,0.6383838383838383,142.0,1068.3066357745856,149.83844700941597,15.613212059033541,4.39632360401064,5.107070707070706,8546.453086196685,0.3704642661774908,1944,1136.0,30352,1198.7075760753278
2,2,0,198,3426,252.0,0,198,0.5945454545454545,142.0,934.323067768952,143.96473379078336,17.304511029524743,4.718803372570465,0.0,0.0,0.0,0,0.0,0,0.0
3,3,0,768,8702,313.0,0,768,0.7636363636363634,142.0,3076.2415352042062,219.25267342802348,11.330846858165746,4.005522832297143,0.0,0.0,0.0,0,0.0,0,0.0
4,4,0,591,7041,298.0,0,591,0.7573737373737373,142.0,2420.089281792336,195.64610962000427,11.91452529456133,4.094905722152853,0.0,0.0,0.0,0,0.0,0,0.0
5,5,1,517,6364,192.0,1,517,0.7323232323232323,142.0,2117.072537520301,186.97910668042718,12.310803425225659,4.094917867544103,0.7323232323232323,2117.072537520301,0.04971652822231612,517,142.0,6364,186.97910668042718
6,6,0,589,7035,221.0,0,589,0.7511111111111111,142.0,2408.92494152156,195.8128062515909,11.944329720248126,4.089855588321834,0.0,0.0,0.0,0,0.0,0,0.0
7,7,2,336,4625,324.0,1,336,0.7636363636363634,142.0,1472.6773035484775,160.22711160233575,13.766539797977721,4.38296816532285,1.527272727272727,2945.354607096955,0.09289827899757372,672,284.0,9250,320.4542232046715
8,8,10,154,2942,188.0,1,154,0.5381818181818181,142.0,760.8360210890648,138.01869376394916,19.105075570971948,4.940493643435486,5.381818181818181,7608.360210890649,0.4120744087998772,1540,1420.0,29420,1380.1869376394916
9,9,10,188,3340,342.0,1,355,0.7698989898989899,142.0,1558.1056092649205,162.66625661217824,13.560580563622453,4.389029885253297,7.698989898989899,15581.056092649205,0.46384988266734883,1880,1420.0,33400,1626.6625661217824
10,10,10,200,3467,469.0,1,188,0.5820202020202019,142.0,899.1667676873733,142.68810597093196,17.770225324956016,4.7828019557839,5.820202020202019,8991.667676873732,0.4256607353010405,2000,1420.0,34670,1426.8810597093195
11,11,0,672,7926,398.0,0,200,0.607070707070707,142.0,968.6947463988427,143.95938587265042,17.33724067978078,4.843473731994213,0.0,0.0,0.0,0,0.0,0,0.0
12,12,0,620,7417,215.0,0,672,0.7197979797979797,142.0,2693.9118051995993,210.51082172490771,11.795777563106867,4.00879732916607,0.0,0.0,0.0,0,0.0,0,0.0
13,13,0,781,9002,254.0,0,620,0.7323232323232323,142.0,2543.4155045722487,202.22041463033693,11.964358462490344,4.1022830718907235,0.0,0.0,0.0,0,0.0,0,0.0
14,14,0,243,3843,505.0,0,781,0.7385858585858585,142.0,3169.315341840769,224.2353982150332,11.526649419542585,4.058022204661676,0.0,0.0,0.0,0,0.0,0,0.0
15,15,0,690,8100,227.0,0,243,0.6383838383838383,142.0,1108.5445903159618,150.08920173090235,15.817473988346572,4.5619118943043695,0.0,0.0,0.0,0,0.0,0,0.0
16,16,0,427,5485,322.0,0,690,0.7385858585858585,142.0,2817.225157806328,211.36389433610807,11.739779172350978,4.082935011313519,0.0,0.0,0.0,0,0.0,0,0.0
17,17,9,215,3526,334.0,1,427,0.7698989898989899,142.0,1823.6337529373582,172.39801688729037,12.846326296411247,4.270805042007865,6.929090909090909,16412.703776436225,0.429021198473389,1935,1278.0,31734,1551.5821519856133
18,18,6,574,6887,300.0,1,243,0.6509090909090909,142.0,1071.2531905450176,149.62173880616908,15.57161589441533,4.408449343806657,3.9054545454545453,6427.519143270105,0.27708395925996376,3444,852.0,41322,897.7304328370144
19,19,10,463,5823,374.0,1,188,0.5945454545454545,142.0,893.4010614042254,142.26157576353677,17.657024369602066,4.752133305341625,5.945454545454545,8934.010614042254,0.42840780476630064,4630,1420.0,58230,1422.6157576353676
20,20,1,595,7069,354.0,1,215,0.6383838383838383,142.0,976.5298722002847,145.44064712533287,16.40314624966018,4.541999405582719,0.6383838383838383,976.5298722002847,0.04482279312489339,595,142.0,7069,145.44064712533287
21,21,3,425,5463,204.0,1,574,0.7511111111111111,142.0,2350.610725890351,193.70654910907945,11.999933671620704,4.095140637439636,2.253333333333333,7051.832177671054,0.14914147113915122,1275,426.0,16389,581.1196473272383
22,22,0,561,6792,255.0,0,463,0.7511111111111111,142.0,1935.7584283918916,178.16762804128442,12.578401230786111,4.180903733027844,0.0,0.0,0.0,0,0.0,0,0.0
23,23,0,258,3914,192.0,0,595,0.7385858585858585,142.0,2385.0532494434415,197.4272757943874,11.882274135015741,4.008492856207464,0.0,0.0,0.0,0,0.0,0,0.0
24,24,0,788,8914,307.0,0,425,0.7511111111111111,142.0,1794.1345677364095,172.87970540891223,12.855567675266133,4.221493100556257,0.0,0.0,0.0,0,0.0,0,0.0
25,25,0,670,7769,374.0,0,561,0.7323232323232323,142.0,2281.528860937455,193.2689569606078,12.1076669654769,4.066896365307406,0.0,0.0,0.0,0,0.0,0,0.0
26,26,2,700,8059,291.0,1,258,0.6696969696969697,142.0,1126.0937845593824,151.54293649870152,15.170613265231811,4.364704591315435,1.3393939393939394,2252.1875691187647,0.09328700051540782,1400,284.0,16118,303.08587299740304
27,27,10,406,5299,327.0,1,198,0.607070707070707,142.0,941.7813083981266,143.52253691736053,17.263910326045433,4.756471254535993,6.07070707070707,9417.813083981266,0.42801709257818954,4060,1420.0,52990,1435.2253691736053
28,28,10,519,6395,255.0,1,200,0.5945454545454545,142.0,931.0365693326326,144.2167012719553,17.157069313838818,4.655182846663163,5.945454545454545,9310.365693326326,0.4373299748596403,5190,1420.0,63950,1442.167012719553
29,29,4,326,4546,256.0,1,215,0.6195959595959595,142.0,1016.6086981831584,146.00268423800145,16.708134647104572,4.728412549689109,2.478383838383838,4066.4347927326335,0.1722227894376167,1304,568.0,18184,584.0107369520058
30,30,8,261,3929,697.0,1,788,0.7636363636363634,142.0,3165.8205792429926,222.08219445954728,11.312855777448716,4.01753880614593,6.109090909090908,25326.56463394394,0.4053926735809169,2088,1136.0,31432,1776.6575556763783
31,31,0,720,8291,340.0,0,670,0.7573737373737373,142.0,2695.5175423242094,206.39622120369356,11.596125620993847,4.023160510931656,0.0,0.0,0.0,0,0.0,0,0.0
32,32,0,784,8852,150.0,0,700,0.7385858585858585,142.0,2753.033957138726,212.19269187924522,11.51310141557137,3.9329056530553226,0.0,0.0,0.0,0,0.0,0,0.0
33,33,0,977,10842,150.0,0,406,0.7448484848484846,142.0,1725.8595290543985,170.5764239042219,13.052291367166397,4.250885539542853,0.0,0.0,0.0,0,0.0,0,0.0
34,34,0,670,7797,183.0,0,519,0.7323232323232323,142.0,2133.439298758821,187.3098419734971,12.323604717729967,4.110673022656688,0.0,0.0,0.0,0,0.0,0,0.0
35,35,9,459,5857,384.0,1,326,0.7636363636363634,142.0,1445.1474357201405,158.89157558886365,13.945363033362966,4.43296759423356,6.872727272727271,13006.326921481264,0.4133271580761909,4131,1278.0,52713,1430.0241802997728
36,36,0,802,9051,164.0,0,768,0.7385858585858585,142.0,3040.6291153218576,221.99020352027136,11.41685732126124,3.9591524939086686,0.0,0.0,0.0,0,0.0,0,0.0
37,37,0,741,8608,175.0,0,672,0.7385858585858585,142.0,2670.4094532644503,208.3774594663607,11.633090472019502,3.9738235911673367,0.0,0.0,0.0,0,0.0,0,0.0
38,38,0,463,5895,171.0,0,574,0.7323232323232323,142.0,2293.4200851904343,195.05860725751725,11.96400295300352,3.995505374896227,0.0,0.0,0.0,0,0.0,0,0.0
39,39,0,1020,11396,55.0,0,788,0.7385858585858585,142.0,3118.7806757457456,224.82653382862068,11.380512787854784,3.957843497139271,0.0,0.0,0.0,0,0.0,0,0.0
40,40,0,421,5429,144.0,0,261,0.6947474747474747,142.0,1152.1176871310042,151.131948822985,15.057342590667911,4.4142440119961845,0.0,0.0,0.0,0,0.0,0,0.0
41,41,0,375,5004,99.0,0,720,0.7385858585858585,142.0,2854.777602346915,215.1849504458581,11.515998055948636,3.964968892148493,0.0,0.0,0.0,0,0.0,0,0.0
42,42,0,922,10344,63.0,0,784,0.7636363636363634,142.0,3130.3436899325566,221.18768836242006,11.29130165668227,3.992785318791526,0.0,0.0,0.0,0,0.0,0,0.0
43,43,0,670,7854,78.0,0,977,0.7448484848484846,142.0,3876.8046543515256,250.5927997042841,11.098180544961238,3.968070270574745,0.0,0.0,0.0,0,0.0,0,0.0
44,44,1,327,4488,260.0,1,670,0.7385858585858585,142.0,2662.7486245853793,208.09387235676556,11.63841689121796,3.9742516784856408,0.7385858585858585,2662.7486245853793,0.051226020946765385,327,142.0,4488,208.09387235676556
45,45,0,355,4814,451.0,0,591,0.7323232323232323,142.0,2431.5960876751387,197.84833096102957,12.079591631065007,4.1143757828682554,0.0,0.0,0.0,0,0.0,0,0.0
46,46,2,243,3783,294.0,1,620,0.7197979797979797,142.0,2497.5716630821653,202.96915105697428,11.953734075355968,4.0283413920680085,1.4395959595959593,4995.143326164331,0.1010763884762555,486,284.0,7566,405.93830211394857
47,47,10,188,3319,342.0,1,463,0.7323232323232323,142.0,1952.2963208963763,179.57705291834185,12.734176092618995,4.216622723318308,7.323232323232323,19522.963208963763,0.4828155447817961,1880,1420.0,33190,1795.7705291834186
48,48,0,198,3418,252.0,0,670,0.7385858585858585,142.0,2742.1930781501796,208.54268318256607,11.79948431837388,4.092825489776388,0.0,0.0,0.0,0,0.0,0,0.0
49,49,9,200,3431,469.0,1,261,0.6822222222222221,142.0,1156.0082194408392,151.47217951028608,15.12068008066488,4.429150266056855,6.139999999999999,10404.073974967552,0.41368339015501954,1800,1278.0,30879,1363.2496155925746
50,50,8,215,3592,334.0,1,459,0.7323232323232323,142.0,1937.436705116671,179.00505884862045,12.761139778919151,4.220995000254185,5.858585858585858,15499.493640933368,0.38585233996735496,1720,1136.0,28736,1432.0404707889636
51,51,0,768,8768,313.0,0,802,0.7636363636363634,142.0,3217.3312184807332,223.76602834329051,11.28645270177901,4.011634935761513,0.0,0.0,0.0,0,0.0,0,0.0
52,52,0,672,7817,398.0,0,741,0.7385858585858585,142.0,3014.7227078133537,218.64595005659817,11.61735036332773,4.068451697453919,0.0,0.0,0.0,0,0.0,0,0.0
53,53,0,574,6867,300.0,0,463,0.7323232323232323,142.0,1952.2963208963763,179.57705291834185,12.734176092618995,4.216622723318308,0.0,0.0,0.0,0,0.0,0,0.0
54,54,0,788,8967,307.0,0,517,0.7511111111111111,142.0,2146.6238685664944,185.73960683479172,12.285099110205435,4.152077115215657,0.0,0.0,0.0,0,0.0,0,0.0
55,55,0,591,7139,298.0,0,781,0.7636363636363634,142.0,3141.61273988979,221.008804261468,11.321038208011135,4.022551523546467,0.0,0.0,0.0,0,0.0,0,0.0
56,56,0,620,7411,215.0,0,595,0.7573737373737373,142.0,2443.456611958472,196.24911318194012,11.91810902413423,4.106649767997432,0.0,0.0,0.0,0,0.0,0,0.0
