WingArea,x1,x2,x3,x4,x5,x6,x7,x8,x9,FanDiameter,x11,x12,x13,x14,x15
142.5,135.69230769230768,30.0,25.0,-2.25,38.5,250.0,6.0,1500.0,80.0,25.0,27.0,1350.0,15.0,38000.0,78.0
