WingArea,x1,x2,x3,x4,x5,x6,x7,x8,x9,FanDiameter,x11,x12,x13,x14,x15
150.0,117.6,30.0,25.0,-2.25,38.5,250.0,6.0,3000.0,80.0,21.901242,27.0,1350.0,15.0,38000.0,78.0
150.0,117.6,30.0,25.0,-2.25,38.5,250.0,6.0,3000.0,80.0,22.0,27.0,1350.0,15.0,38000.0,78.0
150.0,117.6,30.0,25.0,-2.25,38.5,250.0,6.0,3000.0,80.0,22.098758,27.0,1350.0,15.0,38000.0,78.0
155.0,113.80645161290323,30.0,25.0,-2.25,38.5,250.0,6.0,3000.0,80.0,21.901242,27.0,1350.0,15.0,38000.0,78.0
155.0,113.80645161290323,30.0,25.0,-2.25,38.5,250.0,6.0,3000.0,80.0,22.0,27.0,1350.0,15.0,38000.0,78.0
155.0,113.80645161290323,30.0,25.0,-2.25,38.5,250.0,6.0,3000.0,80.0,22.098758,27.0,1350.0,15.0,38000.0,78.0
160.0,110.25,30.0,25.0,-2.25,38.5,250.0,6.0,3000.0,80.0,21.901242,27.0,1350.0,15.0,38000.0,78.0
160.0,110.25,30.0,25.0,-2.25,38.5,250.0,6.0,3000.0,80.0,22.0,27.0,1350.0,15.0,38000.0,78.0
160.0,110.25,30.0,25.0,-2.25,38.5,250.0,6.0,3000.0,80.0,22.098758,27.0,1350.0,15.0,38000.0,78.0
